Sample name,project,AA amplicon number,Feature ID,Classification,Location,Oncogenes,All genes,Complexity score,Captured interval length,Feature median copy number,Feature maximum copy number,Filter flag,Reference version
TCGA-36-1570-01A-01D-A324-10_MN_10A-01D-A324,OV,1.0,TCGA-36-1570-01A-01D-A324-10_MN_10A-01D-A324_amplicon1_ecDNA_1,ecDNA,['5:149281638-149336764'],[],['PDE6A'],0.304649276,55126.0,4.50087554,4.50087554,LowCN,GRCh37
TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324,OV,1.0,TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324_amplicon1_BFB_1,BFB,"['14:20787032-22029992', '14:22031772-23431653', '14:26096440-29277884']","['CCNB1IP1', 'FOXG1', 'PRMT5']","['ABHD4', 'ANG', 'APEX1', 'C14orf176', 'C14orf23', 'CCNB1IP1', 'CHD8', 'DAD1', 'ECRP', 'EDDM3A', 'EDDM3B', 'FLJ10357', 'FOXG1', 'HAUS4', 'HNRNPC', 'KLHL33', 'LRP10', 'METT11D1', 'METTL3', 'MMP14', 'MRPL52', 'NDRG2', 'NOVA1', 'OR10G2', 'OR10G3', 'OR4E2', 'OR5AU1', 'OR6S1', 'OSGEP', 'OXA1L', 'PARP2', 'PNP', 'PRMT5', 'RAB2B', 'RBM23', 'REM2', 'RNASE1', 'RNASE10', 'RNASE11', 'RNASE12', 'RNASE13', 'RNASE2', 'RNASE3', 'RNASE4', 'RNASE6', 'RNASE7', 'RNASE8', 'RNASE9', 'RPGRIP1', 'RPPH1', 'SALL2', 'SLC39A2', 'SLC7A7', 'SNORD126', 'SNORD8', 'SNORD9', 'SUPT16H', 'TEP1', 'TMEM55B', 'TOX4', 'TPPP2', 'ZNF219']",1.453353687,5824285.0,8.444128403,42.98235509,,GRCh37
TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324,OV,2.0,TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324_amplicon2_Complex non-cyclic_1,Complex non-cyclic,['7:40978790-41450547'],[],[],0.420237102,471757.0,6.193031976,6.193031976,,GRCh37
TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324,OV,3.0,TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324_amplicon3_BFB_1,BFB,['11:69778800-73757859'],"['CTTN', 'INPPL1', 'NUMA1']","['ANO1', 'ARAP1', 'ARHGEF17', 'ATG16L2', 'C11orf51', 'C11orf59', 'CHCHD8', 'CLPB', 'CTTN', 'DEFB108B', 'DHCR7', 'DNAJB13', 'FADD', 'FAM168A', 'FAM86C', 'FCHSD2', 'FOLR1', 'FOLR2', 'FOLR3', 'IL18BP', 'INPPL1', 'KRTAP5-10', 'KRTAP5-11', 'KRTAP5-7', 'KRTAP5-8', 'KRTAP5-9', 'LRTOMT', 'MRPL48', 'NADSYN1', 'NUMA1', 'P2RY2', 'P2RY6', 'PAAF1', 'PDE2A', 'PHOX2A', 'PLEKHB1', 'PPFIA1', 'RAB6A', 'RELT', 'RNF121', 'SHANK2', 'STARD10', 'UCP2', 'UCP3']",1.004635562,3979059.0,6.784970675,20.18010064,,GRCh37
TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324,OV,5.0,TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324_amplicon5_Complex non-cyclic_1,Complex non-cyclic,"['12:39147400-43977463', '12:43979550-45903156', '12:45909935-46060090', '18:24452804-24463581']",[],"['ABCD2', 'ADAMTS20', 'ANO6', 'C12orf40', 'CNTN1', 'CPNE8', 'DBX2', 'GXYLT1', 'IRAK4', 'KIF21A', 'LRRK2', 'NELL2', 'PDZRN4', 'PLEKHA9', 'PPHLN1', 'PRICKLE1', 'PUS7L', 'RACGAP1P', 'RNY5', 'SLC2A13', 'TMEM117', 'TWF1', 'YAF2', 'ZCRB1']",0.681919651,6914601.0,7.202934792,7.202934792,,GRCh37
TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324,OV,6.0,TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324_amplicon6_ecDNA_1,ecDNA,['19:15103650-17944071'],"['BRD4', 'KLF2', 'RAB8A', 'TPM4', 'UCA1']","['ABHD8', 'AKAP8', 'AKAP8L', 'ANKLE1', 'ANO8', 'AP1M1', 'B3GNT3', 'BRD4', 'BST2', 'C19orf42', 'C19orf44', 'C19orf62', 'CALR3', 'CASP14', 'CCDC105', 'CHERP', 'CIB3', 'CPAMD8', 'CYP4F11', 'CYP4F12', 'CYP4F2', 'CYP4F22', 'CYP4F24P', 'CYP4F3', 'CYP4F8', 'DDA1', 'EPHX3', 'EPS15L1', 'F2RL3', 'FAM125A', 'FAM129C', 'FAM32A', 'FCHO1', 'FLJ25328', 'GLT25D1', 'GTPBP3', 'HAUS8', 'HSH2D', 'ILVBL', 'INSL3', 'KLF2', 'MAP1S', 'MED26', 'MRPL34', 'MYO9B', 'NOTCH3', 'NR2F6', 'NWD1', 'NXNL1', 'OCEL1', 'OR10H1', 'OR10H2', 'OR10H3', 'OR10H4', 'OR10H5', 'OR1I1', 'PGLS', 'PGLYRP2', 'PLVAP', 'RAB8A', 'RASAL3', 'SIN3B', 'SLC27A1', 'SLC35E1', 'SYDE1', 'TMEM221', 'TMEM38A', 'TPM4', 'UCA1', 'UNC13A', 'USE1', 'USHBP1', 'WIZ']",0.695298514,2840421.0,14.2201413,21.77968307,,GRCh37
TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324,OV,7.0,TCGA-36-1571-01A-01D-A324-10_MN_10A-01D-A324_amplicon7_Linear amplification_1,Linear amplification,['19:40125637-40365646'],[],"['CLC', 'DYRK1B', 'FBL', 'LEUTX', 'LGALS14', 'LGALS16', 'LGALS17A']",0.363964333,240009.0,6.158381834,6.158381834,,GRCh37
TCGA-36-1574-01A-01D-A324-10_MN_10A-01D-A324,OV,1.0,TCGA-36-1574-01A-01D-A324-10_MN_10A-01D-A324_amplicon1_Linear amplification_1,Linear amplification,"['22:38756500-38893119', '5:132089590-132260636']",[],"['ANKRD43', 'DDX17', 'GDF9', 'KCNJ4', 'KDELR3', 'LEAP2', 'SEPT8', 'SHROOM1', 'UQCRQ']",0.945210806,307665.0,4.154258991,5.416413206,,GRCh37
TCGA-36-1574-01A-01D-A324-10_MN_10A-01D-A324,OV,2.0,TCGA-36-1574-01A-01D-A324-10_MN_10A-01D-A324_amplicon2_ecDNA_1,ecDNA,['8:142436152-142535620'],[],['FLJ43860'],0.290446437,99468.0,5.580907619,5.580907619,LowCN,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,10.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon10_Complex non-cyclic_1,Complex non-cyclic,"['11:98443482-98611340', '12:41216293-42062788']",[],['PDZRN4'],0.670761678,1014353.0,5.515720716,6.697137552,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,11.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon11_Linear amplification_1,Linear amplification,"['15:20749762-21396299', '15:21891900-22208399', '15:22267800-22592099', '15:22694400-23514899', '15:23572200-23948537']",[],"['BCL8', 'CXADRP2', 'CYFIP1', 'GOLGA6L1', 'GOLGA8C', 'GOLGA8DP', 'GOLGA8E', 'GOLGA8IP', 'HERC2P2', 'MAGEL2', 'MKRN3', 'NDN', 'NF1P1', 'NIPA1', 'NIPA2', 'OR4M2', 'OR4N3P', 'OR4N4', 'POTEB', 'TUBGCP5', 'WHAMML1']",1.925873708,2484171.0,8.220605753,19.89547384,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,12.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon12_Linear amplification_1,Linear amplification,['18:5278318-5469325'],[],['ZFP161'],0.365704694,191007.0,5.307524537,5.307524537,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,13.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon13_Linear amplification_1,Linear amplification,['21:16460807-16576639'],[],[],0.36126363,115832.0,4.872060599,4.872060599,LowCN,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,14.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon14_Linear amplification_1,Linear amplification,['21:16923145-16985494'],[],[],0.0,62349.0,4.850592749,4.850592749,LowCN,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,15.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon15_Linear amplification_1,Linear amplification,['22:21916330-22630929'],[],"['CCDC116', 'MAPK1', 'PPIL2', 'PPM1F', 'SDF2L1', 'TOP3B', 'UBE2L3', 'VPREB1', 'YDJC', 'YPEL1']",0.0,714599.0,6.423884048,6.423884048,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,1.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon1_Complex non-cyclic_1,Complex non-cyclic,['2:95419689-96303323'],[],"['ANKRD20B', 'FAHD2A', 'KCNIP3', 'MAL', 'MRPS5', 'PROM2', 'TEKT4', 'TRIM43', 'TRIM43B', 'ZNF2', 'ZNF514']",0.42746228,883634.0,6.984386028,6.984386028,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,2.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon2_Linear amplification_1,Linear amplification,"['2:96655816-97010327', '6:110163397-110183951']",[],"['ADRA2B', 'ASTL', 'CIAO1', 'DUSP2', 'GPAT2', 'ITPRIPL1', 'NCAPH', 'SNRNP200', 'STARD7', 'TMEM127']",0.308842243,375065.0,6.382963236,6.382963236,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,3.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon3_BFB_1,BFB,['3:87038886-87734999'],[],"['CHMP2B', 'POU1F1', 'VGLL3']",0.724258816,696113.0,8.656038925,10.38305875,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,4.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon4_Complex non-cyclic_1,Complex non-cyclic,"['11:72091177-73190537', '11:76408931-79241695', '11:80888581-81737933', '4:52801237-54163731']","['GAB2', 'INTS4', 'PAK1', 'RSF1']","['ACER3', 'ALG8', 'AQP11', 'ARAP1', 'ARHGEF17', 'ATG16L2', 'B3GNT6', 'C11orf67', 'CAPN5', 'CLNS1A', 'CLPB', 'FCHSD2', 'GAB2', 'GDPD4', 'GUCY2E', 'INTS4', 'KCTD14', 'KCTD21', 'KIAA0114', 'LRRC66', 'MYO7A', 'NARS2', 'NDUFC2', 'ODZ4', 'OMP', 'P2RY2', 'P2RY6', 'PAK1', 'PDE2A', 'RASL11B', 'RELT', 'RSF1', 'SGCB', 'SNORA26', 'SPATA18', 'STARD10', 'THRSP', 'TSKU', 'USP35', 'USP46']",1.150935634,6143970.0,7.8004577,13.94649625,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,5.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon5_Linear amplification_1,Linear amplification,"['4:59181772-59736599', '4:59793900-61063558']",[],[],1.008455119,1824485.0,6.317638583,10.6570487,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,6.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon6_ecDNA_1,ecDNA,"['11:100000752-100226643', '11:100229947-100230303', '11:105550395-110980026']","['ATM', 'DDX10']","['AASDHPPT', 'ACAT1', 'ALKBH8', 'ARHGAP20', 'ATM', 'C11orf65', 'C11orf87', 'CUL5', 'CWF19L2', 'DDX10', 'ELMOD1', 'EXPH5', 'FDX1', 'GUCY1A2', 'KBTBD3', 'KDELC2', 'KIAA1826', 'NPAT', 'RAB39', 'RDX', 'SLC35F2', 'SLN', 'ZC3H12C']",0.136379788,5655878.0,7.440586402,9.17794071,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,8.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon8_BFB_1,BFB,['11:68663479-70570934'],"['CCND1', 'CTTN', 'FGF3', 'FGF4']","['ANO1', 'CCND1', 'CTTN', 'FADD', 'FGF19', 'FGF3', 'FGF4', 'IGHMBP2', 'MRGPRD', 'MRGPRF', 'MRPL21', 'MYEOV', 'ORAOV1', 'PPFIA1', 'SHANK2', 'TPCN2']",1.09047525,1907455.0,28.38989725,28.67281609,,GRCh37
TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320,LUSC,9.0,TCGA-37-4135-01A-01D-A320-08_MN_10A-01D-A320_amplicon9_Linear amplification_1,Linear amplification,"['11:89061310-90682039', '15:25586262-25616816']",[],"['CHORDC1', 'FOLH1B', 'NAALAD2', 'NOX4', 'TRIM49', 'TRIM49L', 'TRIM53', 'TRIM64', 'TRIM64B', 'TRIM77', 'UBTFL1']",1.256852346,1651283.0,7.539001614,10.23491023,,GRCh37
TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1203,LUAD,1.0,TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1203_amplicon1_Complex non-cyclic_1,Complex non-cyclic,"['12:57039069-58309199', '12:62986800-66639999', '12:66953661-69255770', '12:69256515-70594866', '12:70597584-71602354', '12:71604506-76563346']","['AGAP2', 'CDK4', 'DDIT3', 'GLI1', 'HMGA2', 'IFNG', 'MDM2', 'NACA', 'TBC1D15', 'WIF1', 'YEATS4']","['AGAP2', 'ARHGAP9', 'ATP5B', 'ATXN7L3B', 'AVIL', 'AVPR1A', 'B4GALNT1', 'BEST3', 'C12orf56', 'C12orf61', 'C12orf66', 'CAND1', 'CAPS2', 'CCT2', 'CDK4', 'CNOT2', 'CPM', 'CPSF6', 'CTDSP2', 'CYP27B1', 'DCTN2', 'DDIT3', 'DPY19L2', 'DTX3', 'DYRK2', 'FAM119B', 'FLJ41278', 'FRS2', 'GEFT', 'GLI1', 'GLIPR1', 'GLIPR1L1', 'GLIPR1L2', 'GNS', 'GPR182', 'GRIP1', 'HMGA2', 'HSD17B6', 'IFNG', 'IL22', 'IL26', 'INHBC', 'INHBE', 'IRAK3', 'KCNC2', 'KCNMB4', 'KIF5A', 'KRR1', 'LEMD3', 'LGR5', 'LLPH', 'LRP1', 'LRRC10', 'LYZ', 'MARCH9', 'MARS', 'MBD6', 'MDM1', 'MDM2', 'METTL1', 'MRS2P2', 'MSRB3', 'MYO1A', 'NAB2', 'NACA', 'NAP1L1', 'NDUFA4L2', 'NUP107', 'NXPH4', 'OS9', 'PHLDA1', 'PIP4K2C', 'PPM1H', 'PRIM1', 'PTGES3', 'PTPRB', 'PTPRR', 'R3HDM2', 'RAB21', 'RAB3IP', 'RAP1B', 'RASSF3', 'RDH16', 'RPSAP52', 'SDR9C7', 'SHMT2', 'SLC26A10', 'SLC35E3', 'SNORA70G', 'SRGAP1', 'STAC3', 'STAT6', 'TAC3', 'TBC1D15', 'TBK1', 'THAP2', 'TMBIM4', 'TMEM19', 'TMEM194A', 'TMEM5', 'TPH2', 'TRHDE', 'TSFM', 'TSPAN31', 'TSPAN8', 'WIF1', 'XPOT', 'YEATS4', 'ZBTB39', 'ZFC3H1']",2.037399574,14527399.0,8.378980735,24.98486715,,GRCh37
TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931,LUAD,3.0,TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931_amplicon3_Linear amplification_1,Linear amplification,['8:117683791-117969731'],['RAD21'],"['C8orf85', 'EIF3H', 'NCRNA00255', 'RAD21', 'SLC30A8', 'UTP23']",0.14751857,285940.0,2.845180296,5.331804791,,GRCh37
TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931,LUAD,4.0,TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931_amplicon4_Complex non-cyclic_1,Complex non-cyclic,"['12:57039069-58309199', '12:62986800-66639999', '12:66953661-69255770', '12:69256515-70594866', '12:70597584-71602354', '12:71604506-75883799']","['AGAP2', 'CDK4', 'DDIT3', 'GLI1', 'HMGA2', 'IFNG', 'MDM2', 'NACA', 'TBC1D15', 'WIF1', 'YEATS4']","['AGAP2', 'ARHGAP9', 'ATP5B', 'ATXN7L3B', 'AVIL', 'AVPR1A', 'B4GALNT1', 'BEST3', 'C12orf56', 'C12orf61', 'C12orf66', 'CAND1', 'CAPS2', 'CCT2', 'CDK4', 'CNOT2', 'CPM', 'CPSF6', 'CTDSP2', 'CYP27B1', 'DCTN2', 'DDIT3', 'DPY19L2', 'DTX3', 'DYRK2', 'FAM119B', 'FLJ41278', 'FRS2', 'GEFT', 'GLI1', 'GLIPR1', 'GLIPR1L1', 'GLIPR1L2', 'GNS', 'GPR182', 'GRIP1', 'HMGA2', 'HSD17B6', 'IFNG', 'IL22', 'IL26', 'INHBC', 'INHBE', 'IRAK3', 'KCNC2', 'KCNMB4', 'KIF5A', 'LEMD3', 'LGR5', 'LLPH', 'LRP1', 'LRRC10', 'LYZ', 'MARCH9', 'MARS', 'MBD6', 'MDM1', 'MDM2', 'METTL1', 'MRS2P2', 'MSRB3', 'MYO1A', 'NAB2', 'NACA', 'NDUFA4L2', 'NUP107', 'NXPH4', 'OS9', 'PIP4K2C', 'PPM1H', 'PRIM1', 'PTGES3', 'PTPRB', 'PTPRR', 'R3HDM2', 'RAB21', 'RAB3IP', 'RAP1B', 'RASSF3', 'RDH16', 'RPSAP52', 'SDR9C7', 'SHMT2', 'SLC26A10', 'SLC35E3', 'SNORA70G', 'SRGAP1', 'STAC3', 'STAT6', 'TAC3', 'TBC1D15', 'TBK1', 'THAP2', 'TMBIM4', 'TMEM19', 'TMEM194A', 'TMEM5', 'TPH2', 'TRHDE', 'TSFM', 'TSPAN31', 'TSPAN8', 'WIF1', 'XPOT', 'YEATS4', 'ZBTB39', 'ZFC3H1']",2.133788511,13847852.0,8.739807051,24.98538752,,GRCh37
TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931,LUAD,6.0,TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931_amplicon6_Linear amplification_1,Linear amplification,['14:31878670-31941783'],[],['C14orf126'],0.0,63113.0,4.971506624,4.971506624,LowCN,GRCh37
TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931,LUAD,7.0,TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931_amplicon7_Linear amplification_1,Linear amplification,"['14:34359350-36653272', '14:73963595-74174077']",[],"['ACOT1', 'ACOT2', 'ACOT4', 'ACOT6', 'BAZ1A', 'BRMS1L', 'C14orf147', 'C14orf19', 'CFL2', 'DNAL1', 'EAPP', 'EGLN3', 'FAM177A1', 'HEATR4', 'INSM2', 'KIAA0391', 'NFKBIA', 'PPP2R3C', 'PSMA6', 'RALGAPA1', 'SNX6', 'SRP54']",1.217737387,2504404.0,5.349501783,8.176988619,,GRCh37
TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931,LUAD,8.0,TCGA-38-4628-01A-01D-1203-02_MN_11A-01D-1931_amplicon8_Linear amplification_1,Linear amplification,['14:38015970-38200979'],['FOXA1'],['FOXA1'],0.367571188,185009.0,2.978143236,6.364697481,,GRCh37
TCGA-38-4628-01A-01D-1931-08_MN_11A-01D-1203,LUAD,1.0,TCGA-38-4628-01A-01D-1931-08_MN_11A-01D-1203_amplicon1_BFB_1,BFB,['12:57039043-77713346'],"['AGAP2', 'CDK4', 'DDIT3', 'GLI1', 'HMGA2', 'IFNG', 'LRIG3', 'MDM2', 'NACA', 'TBC1D15', 'WIF1', 'YEATS4']","['AGAP2', 'ARHGAP9', 'ATP5B', 'ATXN7L3B', 'AVIL', 'AVPR1A', 'B4GALNT1', 'BBS10', 'BEST3', 'C12orf56', 'C12orf61', 'C12orf66', 'CAND1', 'CAPS2', 'CCT2', 'CDK4', 'CNOT2', 'CPM', 'CPSF6', 'CSRP2', 'CTDSP2', 'CYP27B1', 'DCTN2', 'DDIT3', 'DPY19L2', 'DTX3', 'DYRK2', 'E2F7', 'FAM119B', 'FAM19A2', 'FLJ41278', 'FRS2', 'GEFT', 'GLI1', 'GLIPR1', 'GLIPR1L1', 'GLIPR1L2', 'GNS', 'GPR182', 'GRIP1', 'HELB', 'HMGA2', 'HSD17B6', 'IFNG', 'IL22', 'IL26', 'INHBC', 'INHBE', 'IRAK3', 'KCNC2', 'KCNMB4', 'KIF5A', 'KRR1', 'LEMD3', 'LGR5', 'LLPH', 'LRIG3', 'LRP1', 'LRRC10', 'LYZ', 'MARCH9', 'MARS', 'MBD6', 'MDM1', 'MDM2', 'METTL1', 'MON2', 'MRS2P2', 'MSRB3', 'MYO1A', 'NAB2', 'NACA', 'NAP1L1', 'NDUFA4L2', 'NUP107', 'NXPH4', 'OS9', 'OSBPL8', 'PHLDA1', 'PIP4K2C', 'PPM1H', 'PRIM1', 'PTGES3', 'PTPRB', 'PTPRR', 'R3HDM2', 'RAB21', 'RAB3IP', 'RAP1B', 'RASSF3', 'RDH16', 'RPSAP52', 'SDR9C7', 'SHMT2', 'SLC16A7', 'SLC26A10', 'SLC35E3', 'SNORA70G', 'SRGAP1', 'STAC3', 'STAT6', 'TAC3', 'TBC1D15', 'TBK1', 'THAP2', 'TMBIM4', 'TMEM19', 'TMEM194A', 'TMEM5', 'TPH2', 'TRHDE', 'TSFM', 'TSPAN31', 'TSPAN8', 'USP15', 'WIF1', 'XPOT', 'XRCC6BP1', 'YEATS4', 'ZBTB39', 'ZDHHC17', 'ZFC3H1']",1.44999632,20674303.0,8.108572931,15.82818328,,GRCh37
TCGA-38-4628-01A-01D-1931-08_MN_11A-01D-1931,LUAD,1.0,TCGA-38-4628-01A-01D-1931-08_MN_11A-01D-1931_amplicon1_BFB_1,BFB,"['12:57039043-66204678', '12:67462258-77655803']","['AGAP2', 'CDK4', 'DDIT3', 'GLI1', 'IFNG', 'LRIG3', 'MDM2', 'NACA', 'TBC1D15', 'WIF1', 'YEATS4']","['AGAP2', 'ARHGAP9', 'ATP5B', 'ATXN7L3B', 'AVIL', 'AVPR1A', 'B4GALNT1', 'BBS10', 'BEST3', 'C12orf56', 'C12orf61', 'C12orf66', 'CAND1', 'CAPS2', 'CCT2', 'CDK4', 'CNOT2', 'CPM', 'CPSF6', 'CSRP2', 'CTDSP2', 'CYP27B1', 'DCTN2', 'DDIT3', 'DPY19L2', 'DTX3', 'DYRK2', 'E2F7', 'FAM119B', 'FAM19A2', 'FLJ41278', 'FRS2', 'GEFT', 'GLI1', 'GLIPR1', 'GLIPR1L1', 'GLIPR1L2', 'GNS', 'GPR182', 'HSD17B6', 'IFNG', 'IL22', 'IL26', 'INHBC', 'INHBE', 'KCNC2', 'KCNMB4', 'KIF5A', 'KRR1', 'LEMD3', 'LGR5', 'LRIG3', 'LRP1', 'LRRC10', 'LYZ', 'MARCH9', 'MARS', 'MBD6', 'MDM1', 'MDM2', 'METTL1', 'MON2', 'MRS2P2', 'MSRB3', 'MYO1A', 'NAB2', 'NACA', 'NAP1L1', 'NDUFA4L2', 'NUP107', 'NXPH4', 'OS9', 'OSBPL8', 'PHLDA1', 'PIP4K2C', 'PPM1H', 'PRIM1', 'PTGES3', 'PTPRB', 'PTPRR', 'R3HDM2', 'RAB21', 'RAB3IP', 'RAP1B', 'RASSF3', 'RDH16', 'SDR9C7', 'SHMT2', 'SLC16A7', 'SLC26A10', 'SLC35E3', 'SNORA70G', 'SRGAP1', 'STAC3', 'STAT6', 'TAC3', 'TBC1D15', 'TBK1', 'THAP2', 'TMEM19', 'TMEM194A', 'TMEM5', 'TPH2', 'TRHDE', 'TSFM', 'TSPAN31', 'TSPAN8', 'USP15', 'WIF1', 'XPOT', 'XRCC6BP1', 'YEATS4', 'ZBTB39', 'ZDHHC17', 'ZFC3H1']",1.523078329,19359180.0,8.524992288,15.82500119,,GRCh37
TCGA-38-4628-01A-01D-1931-08_MN_11A-01D-1931,LUAD,2.0,TCGA-38-4628-01A-01D-1931-08_MN_11A-01D-1931_amplicon2_Linear amplification_1,Linear amplification,['14:39078567-39245399'],[],[],0.333144079,166832.0,4.78442285,4.78442285,LowCN,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,10.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon10_Linear amplification_1,Linear amplification,['10:122881894-122959709'],[],[],0.0,77815.0,5.723908004,5.723908004,,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,11.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon11_Linear amplification_1,Linear amplification,"['16:27770948-27781537', '11:13743180-13885840']",[],[],0.501574058,153249.0,5.588124813,5.639103781,,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,12.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon12_ecDNA_1,ecDNA,['11:65207761-65373993'],['MALAT1'],"['EHBP1L1', 'FAM89B', 'KCNK7', 'LTBP3', 'MALAT1', 'SCYL1', 'SSSCA1']",0.259731774,166232.0,7.049043912,7.049043912,LowCN,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,13.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon13_ecDNA_1,ecDNA,['14:68592551-69105796'],[],[],0.284674614,513245.0,8.070964449,8.070964449,,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,14.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon14_ecDNA_1,ecDNA,['15:91317639-91502622'],['FES'],"['FES', 'FURIN', 'HDDC3', 'MAN2A2', 'RCCD1', 'UNC45A']",0.340558708,184983.0,10.17040374,10.17040374,,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,15.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon15_Linear amplification_1,Linear amplification,['17:73333783-73620245'],[],"['CASKIN2', 'GRB2', 'KIAA0195', 'LLGL2', 'MYO15B', 'TSEN54']",0.294627643,286462.0,7.534527805,9.489947731,,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,16.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon16_BFB_1,BFB,['19:30025374-30530105'],"['C19orf2', 'CCNE1']","['C19orf12', 'C19orf2', 'CCNE1', 'PLEKHF1', 'POP4']",0.320230023,504731.0,13.08960754,20.40766634,,GRCh37
TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364,LUAD,17.0,TCGA-38-4630-01A-01D-2364-08_MN_11A-01D-2364_amplicon17_BFB_1,BFB,['19:45857691-46476936'],"['ERCC2', 'PPP1R13L']","['CD3EAP', 'DMPK', 'DMWD', 'EML2', 'ERCC1', 'ERCC2', 'FBXO46', 'FOSB', 'FOXA3', 'GIPR', 'GPR4', 'IRF2BP1', 'MYPOP', 'NANOS2', 'NOVA2', 'OPA3', 'PPM1N', 'PPP1R13L', 'QPCTL', 'RSPH6A', 'RTN2', 'SIX5', 'SNRPD2', 'SYMPK', 'VASP']",0.620759703,619245.0,11.22508692,11.22508692,,GRCh37
