Sample name,project,AA amplicon number,Feature ID,Classification,Location,Oncogenes,All genes,Complexity score,Captured interval length,Feature median copy number,Feature maximum copy number,Filter flag,Reference version
TCGA-66-2789-01A-01D-A320-08_MN_11A-01D-A320,LUSC,1.0,TCGA-66-2789-01A-01D-A320-08_MN_11A-01D-A320_amplicon1_ecDNA_1,ecDNA,['8:37960370-40199013'],"['ADAM9', 'DDHD2', 'FGFR1', 'LSM1', 'WHSC1L1']","['ADAM18', 'ADAM2', 'ADAM32', 'ADAM3A', 'ADAM5P', 'ADAM9', 'ASH2L', 'BAG4', 'C8orf4', 'C8orf86', 'DDHD2', 'FGFR1', 'HTRA4', 'IDO1', 'IDO2', 'LETM2', 'LSM1', 'PLEKHA2', 'PPAPDC1B', 'STAR', 'TACC1', 'TM2D2', 'WHSC1L1']",0.361425223,2238643.0,9.998516603,9.998516603,,GRCh37
TCGA-66-2793-01A-01D-1267-08_MN_11A-01D-1267,LUSC,2.0,TCGA-66-2793-01A-01D-1267-08_MN_11A-01D-1267_amplicon2_ecDNA_1,ecDNA,['1:50006770-50603118'],[],"['AGBL4', 'ELAVL4']",0.343051792,596348.0,5.352673064,5.352673064,LowCN,GRCh37
TCGA-66-2795-01A-02D-A320-08_MN_11A-01D-A320,LUSC,1.0,TCGA-66-2795-01A-02D-A320-08_MN_11A-01D-A320_amplicon1_ecDNA_1,ecDNA,['1:154960292-155091744'],[],"['ADAM15', 'DCST1', 'DCST2', 'EFNA3', 'EFNA4', 'LENEP', 'ZBTB7B']",0.197489333,131452.0,5.959389305,6.446704623,LowCN,GRCh37
TCGA-67-3771-01A-01D-0969-08_MN_10A-01D-0969,LUAD,1.0,TCGA-67-3771-01A-01D-0969-08_MN_10A-01D-0969_amplicon1_ecDNA_1,ecDNA,['10:5023806-5267744'],[],"['AKR1C2', 'AKR1C3', 'AKR1C4', 'AKR1CL1']",0.560069486,243938.0,5.9139781,5.9139781,LowCN,GRCh37
TCGA-67-6217-01A-11D-1751-02_MN_10A-01D-1751,LUAD,1.0,TCGA-67-6217-01A-11D-1751-02_MN_10A-01D-1751_amplicon1_ecDNA_1,ecDNA,['14:36681244-36731844'],[],[],0.335210894,50600.0,5.116409586,5.116409586,LowCN,GRCh37
TCGA-73-4668-01A-01D-1203-02_MN_11A-01D-1203,LUAD,3.0,TCGA-73-4668-01A-01D-1203-02_MN_11A-01D-1203_amplicon3_ecDNA_1,ecDNA,['10:49635006-50394442'],[],"['ARHGAP22', 'C10orf72', 'FAM170B', 'LRRC18', 'WDFY4']",0.367335702,759436.0,6.532248972,8.577556436,,GRCh37
TCGA-73-4677-01A-01D-1203-02_MN_11A-01D-1203,LUAD,1.0,TCGA-73-4677-01A-01D-1203-02_MN_11A-01D-1203_amplicon1_ecDNA_1,ecDNA,['5:76078148-76138357'],[],['F2RL1'],0.367871794,60209.0,6.538639415,6.538639415,LowCN,GRCh37
TCGA-77-7139-01A-11D-A320-08_MN_10A-01D-A320,LUSC,4.0,TCGA-77-7139-01A-11D-A320-08_MN_10A-01D-A320_amplicon4_ecDNA_1,ecDNA,"['8:38838141-38889914', '8:38910454-38910885']",['ADAM9'],"['ADAM9', 'TM2D2']",0.144703801,52204.0,6.396755169,6.396755169,LowCN,GRCh37
TCGA-78-7143-01A-11D-2036-08_MN_10A-01D-2036,LUAD,1.0,TCGA-78-7143-01A-11D-2036-08_MN_10A-01D-2036_amplicon1_ecDNA_1,ecDNA,['12:66352500-70162987'],"['IFNG', 'MDM2', 'YEATS4']","['BEST3', 'CAND1', 'CCT2', 'CPM', 'CPSF6', 'DYRK2', 'FRS2', 'GRIP1', 'HELB', 'IFNG', 'IL22', 'IL26', 'IRAK3', 'LLPH', 'LRRC10', 'LYZ', 'MDM1', 'MDM2', 'NUP107', 'RAB3IP', 'RAP1B', 'SLC35E3', 'SNORA70G', 'TMBIM4', 'YEATS4']",0.305336287,3810487.0,5.507697742,7.671882618,LowCN,GRCh37
TCGA-85-8277-01A-11D-2293-08_MN_10A-01D-2293,LUSC,2.0,TCGA-85-8277-01A-11D-2293-08_MN_10A-01D-2293_amplicon2_ecDNA_1,ecDNA,['3:164267675-164494857'],[],[],0.2016643,227182.0,6.031622599,6.031622599,LowCN,GRCh37
TCGA-85-8277-01A-11D-2293-08_MN_10A-01D-2293,LUSC,4.0,TCGA-85-8277-01A-11D-2293-08_MN_10A-01D-2293_amplicon4_ecDNA_1,ecDNA,"['6:36751148-37400124', '6:38475698-38644023']",['PIM1'],"['BTBD9', 'C6orf89', 'CPNE5', 'FGD2', 'MTCH1', 'PI16', 'PIM1', 'PPIL1', 'RNF8', 'TBC1D22B', 'TMEM217']",0.700224117,817301.0,10.22910207,23.29348821,,GRCh37
TCGA-91-6831-01A-11D-1853-02_MN_11A-02D-1853,LUAD,7.0,TCGA-91-6831-01A-11D-1853-02_MN_11A-02D-1853_amplicon7_ecDNA_1,ecDNA,['12:67283959-70385938'],"['IFNG', 'MDM2', 'YEATS4']","['BEST3', 'CAND1', 'CCT2', 'CPM', 'CPSF6', 'DYRK2', 'FRS2', 'IFNG', 'IL22', 'IL26', 'LRRC10', 'LYZ', 'MDM1', 'MDM2', 'NUP107', 'RAB3IP', 'RAP1B', 'SLC35E3', 'SNORA70G', 'YEATS4']",0.222020151,3101979.0,26.04347956,34.86445655,,GRCh37
TCGA-91-6836-01A-21D-1853-02_MN_11A-01D-1853,LUAD,4.0,TCGA-91-6836-01A-21D-1853-02_MN_11A-01D-1853_amplicon4_ecDNA_1,ecDNA,"['14:29289634-29728047', '14:29728833-30613298']",[],['PRKD1'],0.694204994,1322878.0,5.253496671,5.253496671,LowCN,GRCh37
TCGA-91-6840-01A-11D-1945-08_MN_10A-01D-1946,LUAD,2.0,TCGA-91-6840-01A-11D-1945-08_MN_10A-01D-1946_amplicon2_ecDNA_1,ecDNA,['6:46815456-49393706'],['GPR110'],"['C6orf138', 'CD2AP', 'GPR110', 'GPR111', 'GPR115', 'GPR116', 'OPN5', 'TNFRSF21']",0.252412781,2578250.0,6.108296747,6.108296747,LowCN,GRCh37
TCGA-91-6847-01A-11D-1945-08_MN_11A-01D-1945,LUAD,1.0,TCGA-91-6847-01A-11D-1945-08_MN_11A-01D-1945_amplicon1_ecDNA_1,ecDNA,['7:54536176-56395132'],['EGFR'],"['CCT6A', 'CHCHD2', 'EGFR', 'FKBP9L', 'GBAS', 'LANCL2', 'MRPS17', 'PHKG1', 'PSPH', 'SEC61G', 'SEPT14', 'SNORA15', 'SUMF2', 'VOPP1', 'VSTM2A', 'ZNF713']",0.351603466,1858956.0,32.98311432,32.98311432,,GRCh37
TCGA-92-8064-01A-11D-2244-08_MN_10A-01D-2244,LUSC,3.0,TCGA-92-8064-01A-11D-2244-08_MN_10A-01D-2244_amplicon3_ecDNA_1,ecDNA,"['2:125360699-125699237', '2:125787853-125871953']",[],[],0.477336654,422638.0,8.25517067,8.342153174,,GRCh37
TCGA-94-7943-01A-11D-A320-08_MN_10A-01D-A320,LUSC,4.0,TCGA-94-7943-01A-11D-A320-08_MN_10A-01D-A320_amplicon4_ecDNA_1,ecDNA,['17:37835069-37969290'],"['C17orf37', 'ERBB2']","['C17orf37', 'ERBB2', 'GRB7', 'PGAP3']",0.148969523,134221.0,17.19274372,17.19274372,,GRCh37
TCGA-96-7545-01A-21D-A320-08_MN_10A-01D-A320,LUSC,1.0,TCGA-96-7545-01A-21D-A320-08_MN_10A-01D-A320_amplicon1_ecDNA_1,ecDNA,['2:46800280-48987421'],"['EPCAM', 'FBXO11', 'MSH2', 'MSH6']","['C2orf61', 'CALM2', 'CRIPT', 'EPCAM', 'FBXO11', 'FOXN2', 'GTF2A1L', 'KCNK12', 'KLRAQ1', 'LHCGR', 'MCFD2', 'MSH2', 'MSH6', 'PIGF', 'SOCS5', 'STON1', 'STON1-GTF2A1L', 'TTC7A']",0.602481253,2187141.0,6.507694701,9.605959027,,GRCh37
TCGA-97-8171-01A-11D-2284-08_MN_10A-01D-2284,LUAD,1.0,TCGA-97-8171-01A-11D-2284-08_MN_10A-01D-2284_amplicon1_ecDNA_1,ecDNA,['6:125534253-125587577'],[],[],0.292192522,53324.0,6.521692572,6.521692572,LowCN,GRCh37
TCGA-A2-A04P-01A-31D-A128-09_MN_10A-01D-A128,BRCA,2.0,TCGA-A2-A04P-01A-31D-A128-09_MN_10A-01D-A128_amplicon2_ecDNA_1,ecDNA,"['3:177254462-178550127', '3:178550868-178968824']",['PIK3CA'],"['KCNMB2', 'PIK3CA', 'ZMAT3']",0.847355833,1713621.0,47.25179272,112.8386335,,GRCh37
TCGA-A2-A04X-01A-21D-A19H-09_MN_10A-01D-A19H,BRCA,1.0,TCGA-A2-A04X-01A-21D-A19H-09_MN_10A-01D-A19H_amplicon1_ecDNA_1,ecDNA,"['17:37243978-38126584', '17:45836606-46280924', '17:58013713-58579860', '17:58581271-59566709']","['C17orf37', 'CDK12', 'ERBB2', 'PPM1D', 'TBX2']","['APPBP2', 'ARL5C', 'BCAS3', 'C17orf37', 'C17orf64', 'C17orf82', 'CA4', 'CACNB1', 'CBX1', 'CDK12', 'CDK5RAP3', 'COPZ2', 'DHX40P1', 'ERBB2', 'FBXL20', 'GRB7', 'GSDMA', 'GSDMB', 'HEATR6', 'IKZF3', 'LRRC46', 'MED1', 'MRPL10', 'NEUROD2', 'NFE2L1', 'ORMDL3', 'OSBPL7', 'PGAP3', 'PLXDC1', 'PNMT', 'PNPO', 'PPM1D', 'PPP1R1B', 'PRR15L', 'RNFT1', 'RPL19', 'SCARNA20', 'SCRN2', 'SNX11', 'SP2', 'SP6', 'STAC2', 'STARD3', 'TBX2', 'TBX4', 'TCAP', 'USP32', 'ZPBP2']",0.185532281,2878509.0,8.984744434,10.80406156,,GRCh37
TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128,BRCA,11.0,TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128_amplicon11_ecDNA_1,ecDNA,['9:13589356-13817050'],[],[],0.549292336,227694.0,6.571511993,7.89866811,LowCN,GRCh37
TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128,BRCA,12.0,TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128_amplicon12_ecDNA_1,ecDNA,['11:34552134-34668199'],[],['EHF'],0.588672673,116065.0,4.581639758,5.94795064,LowCN,GRCh37
TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128,BRCA,13.0,TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128_amplicon13_ecDNA_1,ecDNA,['11:102256516-102508603'],[],"['MMP20', 'MMP7', 'TMEM123']",0.322630959,252087.0,5.577037893,5.577037893,LowCN,GRCh37
TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128,BRCA,1.0,TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128_amplicon1_ecDNA_1,ecDNA,['1:230299910-230352160'],[],[],0.306152544,52250.0,8.737624921,8.737624921,,GRCh37
TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128,BRCA,9.0,TCGA-A2-A0D0-01A-11D-A128-09_MN_10A-01D-A128_amplicon9_ecDNA_1,ecDNA,['8:104157457-104244212'],[],[],0.273109319,86755.0,6.220309638,6.220309638,LowCN,GRCh37
TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H,BRCA,1.0,TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H_amplicon1_ecDNA_1,ecDNA,"['7:55825844-56217753', '7:56220246-56456109']",[],"['CCT6A', 'CHCHD2', 'GBAS', 'MRPS17', 'PHKG1', 'PSPH', 'SEPT14', 'SNORA15', 'SUMF2', 'ZNF713']",0.336145106,627772.0,25.90467801,36.93270375,,GRCh37
TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H,BRCA,1.0,TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H_amplicon1_ecDNA_2,ecDNA,['7:10065507-10149218'],[],[],0.197340267,83711.0,10.55828429,10.55828429,,GRCh37
TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H,BRCA,5.0,TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H_amplicon5_ecDNA_1,ecDNA,"['17:26168306-26171268', '17:27378221-27420412', '17:37769396-37792885']",[],"['PPP1R1B', 'TIAF1']",0.244506506,68642.0,5.623836979,19.93267558,,GRCh37
TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H,BRCA,5.0,TCGA-A2-A0D1-01A-11D-A19H-09_MN_10A-01D-A19H_amplicon5_ecDNA_2,ecDNA,['17:38368787-38502804'],"['CDC6', 'RARA']","['CDC6', 'RARA', 'WIPF2']",0.253170021,134017.0,9.939963276,9.939963276,,GRCh37
TCGA-A2-A25B-01A-11D-A167-09_MN_10A-01D-A167,BRCA,3.0,TCGA-A2-A25B-01A-11D-A167-09_MN_10A-01D-A167_amplicon3_ecDNA_1,ecDNA,"['15:49649865-49882951', '15:49883870-49910835', '15:89980351-90210838', '15:93006131-94227679', '15:94227889-94524900', '15:94886278-94888547', '15:95111115-95691625', '15:95692335-98446567', '15:98447438-98532630', '15:98536463-99574532', '15:99575608-99985107', '15:99985142-99988129', '15:99988457-100513913', '15:100522963-100525260', '15:100525592-100529656']",['IGF1R'],"['ARRDC4', 'C15orf32', 'C15orf42', 'C15orf51', 'CHD2', 'FAM169B', 'FAM174B', 'FGF7', 'IGF1R', 'KIF7', 'LRRC28', 'LYSMD4', 'MEF2A', 'NR2F2', 'PGPEP1L', 'RGMA', 'RHCG', 'SPATA8', 'SYNM', 'TTC23']",1.173389255,7413672.0,9.376900012,35.8457115,,GRCh37
TCGA-A2-A3KC-01A-11D-A20S-09_MN_10A-01D-A20S,BRCA,1.0,TCGA-A2-A3KC-01A-11D-A20S-09_MN_10A-01D-A20S_amplicon1_ecDNA_1,ecDNA,"['11:69661333-69661469', '11:73563019-73737737', '11:75101701-76095087', '11:76095395-76101021', '11:76186201-81338852', '1:117009470-117336971']","['GAB2', 'INTS4', 'PAK1', 'RSF1']","['ACER3', 'ALG8', 'AQP11', 'B3GNT6', 'C11orf67', 'CAPN5', 'CD2', 'CD58', 'CHCHD8', 'CLNS1A', 'DGAT2', 'DNAJB13', 'GAB2', 'GDPD4', 'GDPD5', 'GUCY2E', 'IGSF3', 'INTS4', 'KCTD14', 'KCTD21', 'KLHL35', 'LRRC32', 'MAP6', 'MOGAT2', 'MYO7A', 'NARS2', 'NDUFC2', 'ODZ4', 'OMP', 'PAAF1', 'PAK1', 'PRKRIR', 'RPS3', 'RSF1', 'SERPINH1', 'SNORD15A', 'SNORD15B', 'THRSP', 'TSKU', 'UCP2', 'UCP3', 'USP35', 'UVRAG', 'WNT11']",0.635420356,6654018.0,5.658057174,6.721683859,LowCN,GRCh37
TCGA-A2-A3XX-01A-21D-A23C-09_MN_10A-01D-A23C,BRCA,1.0,TCGA-A2-A3XX-01A-21D-A23C-09_MN_10A-01D-A23C_amplicon1_ecDNA_1,ecDNA,"['6:39776686-41109487', '6:41260247-44211758']","['C6orf108', 'CCND3', 'CUL7', 'PTK7', 'TFEB']","['ABCC10', 'APOBEC2', 'BYSL', 'C6orf108', 'C6orf130', 'C6orf132', 'C6orf154', 'C6orf223', 'C6orf226', 'CAPN11', 'CCND3', 'CNPY3', 'CRIP3', 'CUL7', 'CUL9', 'DLK2', 'FOXP4', 'FRS3', 'GNMT', 'GTPBP2', 'GUCA1A', 'GUCA1B', 'KIAA0240', 'KLC4', 'KLHDC3', 'LRFN2', 'MAD2L1BP', 'MDFI', 'MEA1', 'MED20', 'MOCS1', 'MRPL14', 'MRPL2', 'MRPS10', 'MRPS18A', 'NCR2', 'NFYA', 'PEX6', 'PGC', 'POLH', 'POLR1C', 'PPP2R5D', 'PRICKLE4', 'PRPH2', 'PTCRA', 'PTK7', 'RPL7L1', 'RRP36', 'RSPH9', 'SLC22A7', 'SLC29A1', 'SRF', 'TAF8', 'TBCC', 'TDRG1', 'TFEB', 'TJAP1', 'TMEM63B', 'TOMM6', 'TRERF1', 'TSPO2', 'TTBK1', 'UBR2', 'UNC5CL', 'USP49', 'VEGFA', 'XPO5', 'YIPF3', 'ZNF318']",1.198859397,4284312.0,6.445124686,35.47479211,,GRCh37
TCGA-A2-A3XX-01A-21D-A23C-09_MN_10A-01D-A23C,BRCA,2.0,TCGA-A2-A3XX-01A-21D-A23C-09_MN_10A-01D-A23C_amplicon2_ecDNA_1,ecDNA,"['8:40735791-40774603', '8:40779789-41931695']",['MYST3'],"['AGPAT6', 'ANK1', 'GINS4', 'GOLGA7', 'MYST3', 'NKX6-3', 'SFRP1', 'ZMAT4']",0.536070834,1190718.0,8.131129063,10.31945302,,GRCh37
TCGA-A4-A57E-01A-11D-A26P-10_MN_10A-01D-A26P,KIRP,1.0,TCGA-A4-A57E-01A-11D-A26P-10_MN_10A-01D-A26P_amplicon1_ecDNA_1,ecDNA,['3:137899384-138914785'],"['FOXL2', 'MRAS']","['ARMC8', 'BPESC1', 'C3orf72', 'CEP70', 'ESYT3', 'FAIM', 'FOXL2', 'MRAS', 'PIK3CB', 'PRR23A', 'PRR23B', 'PRR23C', 'TXNDC6']",0.229069004,1015401.0,206.5169289,220.0979102,,GRCh37
TCGA-A5-A0G5-01A-11D-A043-02_MN_10A-01D-A043,UCEC,1.0,TCGA-A5-A0G5-01A-11D-A043-02_MN_10A-01D-A043_amplicon1_ecDNA_1,ecDNA,"['3:56716907-56878603', '6:14349543-14414658']",[],['ARHGEF3'],1.283487654,226811.0,13.01886636,15.34190195,,GRCh37
TCGA-A5-A0G5-01A-11D-A043-02_MN_10A-01D-A043,UCEC,4.0,TCGA-A5-A0G5-01A-11D-A043-02_MN_10A-01D-A043_amplicon4_ecDNA_1,ecDNA,['12:71905836-71989584'],[],[],0.272561942,83748.0,211.3512149,211.4365499,,GRCh37
TCGA-A6-2677-01A-01D-A46W-08_MN_10A-01D-A46W,COAD,1.0,TCGA-A6-2677-01A-01D-A46W-08_MN_10A-01D-A46W_amplicon1_ecDNA_1,ecDNA,['8:27226420-27644832'],[],"['CCDC25', 'CHRNA2', 'CLU', 'EPHX2', 'ESCO2', 'SCARA3']",0.24204172,418412.0,4.636302491,4.636302491,LowCN,GRCh37
TCGA-A6-2677-01A-01D-A46W-08_MN_10A-01D-A46W,COAD,2.0,TCGA-A6-2677-01A-01D-A46W-08_MN_10A-01D-A46W_amplicon2_ecDNA_1,ecDNA,['8:30096690-30426828'],[],['RBPMS'],0.218352619,330138.0,4.519974746,5.316102781,LowCN,GRCh37
TCGA-A6-3810-01A-01D-A46W-08_MN_10A-01D-A46W,COAD,1.0,TCGA-A6-3810-01A-01D-A46W-08_MN_10A-01D-A46W_amplicon1_ecDNA_1,ecDNA,['6:90258335-90666461'],[],"['CASP8AP2', 'GJA10', 'LYRM2', 'MDN1']",0.231475054,408126.0,5.851134719,5.851134719,LowCN,GRCh37
TCGA-A7-A0D9-01A-31D-A060-02_MN_10A-01D-A060,BRCA,1.0,TCGA-A7-A0D9-01A-31D-A060-02_MN_10A-01D-A060_amplicon1_ecDNA_1,ecDNA,"['15:60118033-68426020', '15:68428926-71405261', '15:71405552-71411660', '15:71850042-72385978', '15:72388159-73671481', '15:75546301-76884594', '15:76896943-77851968', '15:77853158-79836242', '15:95985926-96238221', '15:96841350-100479971', '8:35401470-37050888', '8:37051850-39708176', '8:40060255-40642201', '8:40851087-41693272', '8:41936629-41942178', '8:41971856-41993597']","['ADAM9', 'BRF2', 'DDHD2', 'FGFR1', 'IGF1R', 'KIAA0101', 'LSM1', 'MAP2K1', 'RAB11A', 'WHSC1L1', 'ZNF703']","['AAGAB', 'ACSBG1', 'ADAM18', 'ADAM2', 'ADAM32', 'ADAM3A', 'ADAM5P', 'ADAM9', 'ADAMTS7', 'ADPGK', 'ADRB3', 'AGPAT6', 'AGPHD1', 'ANK1', 'ANKDD1A', 'ANKRD34C', 'ANP32A', 'ANXA2', 'APH1B', 'ARIH1', 'ARRDC4', 'ASH2L', 'BAG4', 'BBS4', 'BRF2', 'C15orf27', 'C15orf28', 'C15orf34', 'C15orf44', 'C15orf5', 'C15orf50', 'C15orf51', 'C15orf61', 'C2CD4A', 'C2CD4B', 'C8orf86', 'CA12', 'CALML4', 'CELF6', 'CHRNA3', 'CHRNA5', 'CHRNB4', 'CIB2', 'CILP', 'CLN6', 'CLPX', 'COMMD4', 'CORO2B', 'CRABP1', 'CSNK1G1', 'CSPG4', 'CT62', 'CTSH', 'DAPK2', 'DDHD2', 'DENND4A', 'DIS3L', 'DNAJA4', 'DNM1P35', 'DPP8', 'EIF4EBP1', 'ERLIN2', 'ETFA', 'FAM169B', 'FAM96A', 'FBXL22', 'FBXO22', 'FBXO22OS', 'FEM1B', 'FGFR1', 'FOXB1', 'GINS4', 'GLCE', 'GOLGA6B', 'GOLGA6C', 'GOLGA6D', 'GOLGA7', 'GOT1L1', 'GPR124', 'GRAMD2', 'HCN4', 'HERC1', 'HEXA', 'HIGD2B', 'HMG20A', 'HTRA4', 'IDH3A', 'IGDCC3', 'IGDCC4', 'IGF1R', 'IMP3', 'IQCH', 'IREB2', 'ISL2', 'ITGA11', 'KBTBD13', 'KCNU1', 'KIAA0101', 'KIAA1024', 'KIF23', 'LACTB', 'LARP6', 'LCTL', 'LETM2', 'LINGO1', 'LRRC28', 'LRRC49', 'LSM1', 'LYSMD4', 'MAN2C1', 'MAP2K1', 'MAP2K5', 'MEF2A', 'MEGF11', 'MGC15885', 'MORF4L1', 'MTFMT', 'MYO9A', 'NARG2', 'NCRNA00277', 'NEIL1', 'NEO1', 'NKX6-3', 'NOX5', 'NR2E3', 'NR2F2', 'NRG4', 'OAZ2', 'ODF3L1', 'OSTBETA', 'PAQR5', 'PARP16', 'PARP6', 'PDCD7', 'PGPEP1L', 'PIAS1', 'PIF1', 'PKM2', 'PLEKHA2', 'PLEKHO2', 'PPAPDC1B', 'PPIB', 'PROSC', 'PSMA4', 'PSTPIP1', 'PTPLAD1', 'PTPN9', 'RAB11A', 'RAB11FIP1', 'RAB8B', 'RASGRF1', 'RASL12', 'RBPMS2', 'RCN2', 'RORA', 'RPL4', 'RPLP1', 'RPS27L', 'SCAPER', 'SCARNA14', 'SENP8', 'SFRP1', 'SGK269', 'SH2D7', 'SIN3A', 'SKOR1', 'SLC24A1', 'SMAD3', 'SMAD6', 'SNAPC5', 'SNORD16', 'SNORD18A', 'SNORD18B', 'SNORD18C', 'SNUPN', 'SNX1', 'SNX22', 'SNX33', 'SPATA8', 'SPESP1', 'SPG21', 'STAR', 'SYNM', 'TACC1', 'TBC1D2B', 'THAP10', 'TIPIN', 'TLE3', 'TLN2', 'TM2D2', 'TMED3', 'TMEM202', 'TPM1', 'TRIP4', 'TSPAN3', 'TTC23', 'TYRO3P', 'UACA', 'UBE2Q2', 'USP3', 'VPS13C', 'WDR61', 'WHSC1L1', 'ZNF609', 'ZNF703', 'ZWILCH']",2.279007772,27034171.0,9.817436038,56.25343353,,GRCh37
TCGA-A7-A0D9-01A-31D-A060-02_MN_10A-01D-A060,BRCA,4.0,TCGA-A7-A0D9-01A-31D-A060-02_MN_10A-01D-A060_amplicon4_ecDNA_2,ecDNA,['20:58851887-59503883'],[],[],0.257464144,651996.0,7.403871421,21.6623404,,GRCh37
TCGA-A7-A0D9-01A-31D-A060-02_MN_10A-01D-A060,BRCA,4.0,TCGA-A7-A0D9-01A-31D-A060-02_MN_10A-01D-A060_amplicon4_ecDNA_1,ecDNA,"['20:47559180-49073822', '20:49545924-49676346', '20:49787300-50656538', '20:50723905-52647073', '20:52657995-56135092', '20:57453126-57586970', '20:62399795-62400593', '20:62407703-62409447']","['AURKA', 'BMP7', 'CTSZ', 'CYP24A1', 'NCRNA00275', 'SALL4', 'SNAI1', 'ZNF217']","['ADNP', 'ATP9A', 'AURKA', 'B4GALT5', 'BCAS1', 'BMP7', 'C20orf106', 'C20orf107', 'C20orf108', 'C20orf43', 'CASS4', 'CBLN4', 'CEBPB', 'CSE1L', 'CSTF1', 'CTCFL', 'CTSZ', 'CYP24A1', 'DDX27', 'DOK5', 'DPM1', 'GCNT7', 'KCNB1', 'KCNG1', 'MC3R', 'MOCS3', 'MTRNR2L3', 'NCRNA00275', 'NFATC2', 'PFDN4', 'PTGIS', 'RAE1', 'RBM38', 'RNF114', 'SALL4', 'SLC9A8', 'SNAI1', 'SNORD12', 'SNORD12B', 'SNORD12C', 'SPATA2', 'SPO11', 'STAU1', 'SUMO1P1', 'TFAP2C', 'TH1L', 'TMEM189', 'TMEM189-UBE2V1', 'TSHZ2', 'UBE2V1', 'ZFP64', 'ZNF217', 'ZNFX1']",1.381205195,8050953.0,14.37592668,28.49952807,,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,10.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon10_ecDNA_1,ecDNA,['8:102775936-102866682'],[],['NCALD'],0.279193343,90746.0,6.378663354,6.378663354,LowCN,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,11.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon11_ecDNA_1,ecDNA,['12:52520928-52672093'],[],"['KRT7', 'KRT80']",0.263433417,151165.0,5.076568551,5.076568551,LowCN,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,15.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon15_ecDNA_1,ecDNA,['17:73828990-74035533'],[],"['ACOX1', 'C17orf106', 'CDK3', 'EVPL', 'FBF1', 'MRPL38', 'TRIM47', 'TRIM65', 'UNC13D', 'WBP2']",0.242200059,206543.0,5.227144639,5.227144639,LowCN,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,16.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon16_ecDNA_1,ecDNA,['X:23729919-23902086'],[],"['ACOT9', 'SAT1']",0.290593283,172167.0,9.630265057,329.3239769,,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,3.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon3_ecDNA_1,ecDNA,['1:154941788-155098883'],['CKS1B'],"['ADAM15', 'CKS1B', 'DCST1', 'DCST2', 'EFNA3', 'EFNA4', 'FLAD1', 'LENEP', 'SHC1', 'ZBTB7B']",0.199652389,157095.0,6.318996354,6.318996354,LowCN,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,8.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon8_ecDNA_1,ecDNA,['4:70932632-71132851'],[],"['C4orf40', 'C4orf7', 'CSN1S2A', 'CSN1S2B', 'CSN3', 'ODAM']",0.316295297,200219.0,12.66585754,12.66585754,,GRCh37
TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q,BRCA,9.0,TCGA-A7-A13D-01A-13D-A12Q-09_MN_10A-02D-A12Q_amplicon9_ecDNA_1,ecDNA,['8:101205176-101761190'],[],"['ANKRD46', 'PABPC1', 'RNF19A', 'SNX31']",0.991221196,556014.0,12.62637356,48.58015703,,GRCh37
